bba_id,date,bba_balance,bba_balance_fill,year,month,day,day_of_week,week_of_year,quarter,datekey
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-03-02,9.24,9.24,2024,3,2,5,9,1,20240302
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-03-03,9.24,9.24,2024,3,3,6,9,1,20240303
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-03-04,8.74,8.74,2024,3,4,0,10,1,20240304
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-03-05,8.74,8.74,2024,3,5,1,10,1,20240305
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-03-06,8.74,8.74,2024,3,6,2,10,1,20240306
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-03-07,8.74,8.74,2024,3,7,3,10,1,20240307
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-03-08,8.74,8.74,2024,3,8,4,10,1,20240308
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-03-09,8.74,8.74,2024,3,9,5,10,1,20240309
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-03-10,8.74,8.74,2024,3,10,6,10,1,20240310
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-03-11,8.74,8.74,2024,3,11,0,11,1,20240311
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-03-12,8.74,8.74,2024,3,12,1,11,1,20240312
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-03-13,8.74,8.74,2024,3,13,2,11,1,20240313
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-03-14,8.74,8.74,2024,3,14,3,11,1,20240314
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-03-15,8.74,8.74,2024,3,15,4,11,1,20240315
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-03-16,8.74,8.74,2024,3,16,5,11,1,20240316
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-03-17,8.74,8.74,2024,3,17,6,11,1,20240317
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-03-18,,8.74,2024,3,18,0,12,1,20240318
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-03-19,,8.74,2024,3,19,1,12,1,20240319
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-03-20,,8.74,2024,3,20,2,12,1,20240320
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-03-21,,8.74,2024,3,21,3,12,1,20240321
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-03-22,,8.74,2024,3,22,4,12,1,20240322
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-03-23,,8.74,2024,3,23,5,12,1,20240323
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-03-24,,8.74,2024,3,24,6,12,1,20240324
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-03-25,,8.74,2024,3,25,0,13,1,20240325
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-03-26,,8.74,2024,3,26,1,13,1,20240326
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-03-27,,8.74,2024,3,27,2,13,1,20240327
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-03-28,,8.74,2024,3,28,3,13,1,20240328
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-03-29,,8.74,2024,3,29,4,13,1,20240329
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-03-30,,8.74,2024,3,30,5,13,1,20240330
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-03-31,,8.74,2024,3,31,6,13,1,20240331
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-04-01,,8.74,2024,4,1,0,14,2,20240401
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-04-02,,8.74,2024,4,2,1,14,2,20240402
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-04-03,8.74,8.74,2024,4,3,2,14,2,20240403
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-04-04,3.74,3.74,2024,4,4,3,14,2,20240404
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-04-05,,3.74,2024,4,5,4,14,2,20240405
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-04-06,,3.74,2024,4,6,5,14,2,20240406
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-04-07,3.74,3.74,2024,4,7,6,14,2,20240407
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-04-08,,3.74,2024,4,8,0,15,2,20240408
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-04-09,0.34,0.34,2024,4,9,1,15,2,20240409
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-04-10,,0.34,2024,4,10,2,15,2,20240410
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-04-11,,0.34,2024,4,11,3,15,2,20240411
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-04-12,,0.34,2024,4,12,4,15,2,20240412
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-04-13,,0.34,2024,4,13,5,15,2,20240413
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-04-14,,0.34,2024,4,14,6,15,2,20240414
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-04-15,,0.34,2024,4,15,0,16,2,20240415
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-04-16,,0.34,2024,4,16,1,16,2,20240416
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-04-17,,0.34,2024,4,17,2,16,2,20240417
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-04-18,,0.34,2024,4,18,3,16,2,20240418
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-04-19,,0.34,2024,4,19,4,16,2,20240419
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-04-20,,0.34,2024,4,20,5,16,2,20240420
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-04-21,,0.34,2024,4,21,6,16,2,20240421
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-04-22,,0.34,2024,4,22,0,17,2,20240422
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-04-23,,0.34,2024,4,23,1,17,2,20240423
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-04-24,,0.34,2024,4,24,2,17,2,20240424
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-04-25,,0.34,2024,4,25,3,17,2,20240425
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-04-26,,0.34,2024,4,26,4,17,2,20240426
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-04-27,,0.34,2024,4,27,5,17,2,20240427
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-04-28,,0.34,2024,4,28,6,17,2,20240428
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-04-29,,0.34,2024,4,29,0,18,2,20240429
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-04-30,,0.34,2024,4,30,1,18,2,20240430
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-05-01,,0.34,2024,5,1,2,18,2,20240501
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-05-02,,0.34,2024,5,2,3,18,2,20240502
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-05-03,,0.34,2024,5,3,4,18,2,20240503
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-05-04,,0.34,2024,5,4,5,18,2,20240504
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-05-05,,0.34,2024,5,5,6,18,2,20240505
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-05-06,,0.34,2024,5,6,0,19,2,20240506
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-05-07,,0.34,2024,5,7,1,19,2,20240507
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-05-08,,0.34,2024,5,8,2,19,2,20240508
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-05-09,,0.34,2024,5,9,3,19,2,20240509
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-05-10,,0.34,2024,5,10,4,19,2,20240510
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-05-11,,0.34,2024,5,11,5,19,2,20240511
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-05-12,,0.34,2024,5,12,6,19,2,20240512
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-05-13,,0.34,2024,5,13,0,20,2,20240513
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-05-14,,0.34,2024,5,14,1,20,2,20240514
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-05-15,,0.34,2024,5,15,2,20,2,20240515
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-05-16,,0.34,2024,5,16,3,20,2,20240516
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-05-17,,0.34,2024,5,17,4,20,2,20240517
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-05-18,5.37,5.37,2024,5,18,5,20,2,20240518
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-05-19,,5.37,2024,5,19,6,20,2,20240519
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-05-20,,5.37,2024,5,20,0,21,2,20240520
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-05-21,,5.37,2024,5,21,1,21,2,20240521
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-05-22,,5.37,2024,5,22,2,21,2,20240522
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-05-23,,5.37,2024,5,23,3,21,2,20240523
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-05-24,,5.37,2024,5,24,4,21,2,20240524
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-05-25,,5.37,2024,5,25,5,21,2,20240525
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-05-26,,5.37,2024,5,26,6,21,2,20240526
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-05-27,,5.37,2024,5,27,0,22,2,20240527
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-05-28,,5.37,2024,5,28,1,22,2,20240528
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-05-29,5.37,5.37,2024,5,29,2,22,2,20240529
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-05-30,0.37,0.37,2024,5,30,3,22,2,20240530
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-05-31,,0.37,2024,5,31,4,22,2,20240531
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-06-01,,0.37,2024,6,1,5,22,2,20240601
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-06-02,,0.37,2024,6,2,6,22,2,20240602
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-06-03,,0.37,2024,6,3,0,23,2,20240603
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-06-04,,0.37,2024,6,4,1,23,2,20240604
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-06-05,,0.37,2024,6,5,2,23,2,20240605
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-06-06,,0.37,2024,6,6,3,23,2,20240606
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-06-07,,0.37,2024,6,7,4,23,2,20240607
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-06-08,,0.37,2024,6,8,5,23,2,20240608
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-06-09,,0.37,2024,6,9,6,23,2,20240609
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-06-10,,0.37,2024,6,10,0,24,2,20240610
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-06-11,,0.37,2024,6,11,1,24,2,20240611
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-06-12,,0.37,2024,6,12,2,24,2,20240612
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-06-13,,0.37,2024,6,13,3,24,2,20240613
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-06-14,,0.37,2024,6,14,4,24,2,20240614
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-06-15,,0.37,2024,6,15,5,24,2,20240615
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-06-16,,0.37,2024,6,16,6,24,2,20240616
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-06-17,,0.37,2024,6,17,0,25,2,20240617
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-06-18,,0.37,2024,6,18,1,25,2,20240618
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-06-19,,0.37,2024,6,19,2,25,2,20240619
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-06-20,,0.37,2024,6,20,3,25,2,20240620
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-06-21,,0.37,2024,6,21,4,25,2,20240621
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-06-22,,0.37,2024,6,22,5,25,2,20240622
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-06-23,,0.37,2024,6,23,6,25,2,20240623
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-06-24,,0.37,2024,6,24,0,26,2,20240624
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-06-25,,0.37,2024,6,25,1,26,2,20240625
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-06-26,,0.37,2024,6,26,2,26,2,20240626
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-06-27,,0.37,2024,6,27,3,26,2,20240627
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-06-28,,0.37,2024,6,28,4,26,2,20240628
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-06-29,,0.37,2024,6,29,5,26,2,20240629
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-06-30,50.38,50.38,2024,6,30,6,26,2,20240630
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-07-01,,50.38,2024,7,1,0,27,3,20240701
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-07-02,,50.38,2024,7,2,1,27,3,20240702
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-07-03,,50.38,2024,7,3,2,27,3,20240703
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-07-04,50.38,50.38,2024,7,4,3,27,3,20240704
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-07-05,21.38,21.38,2024,7,5,4,27,3,20240705
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-07-06,,21.38,2024,7,6,5,27,3,20240706
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-07-07,,21.38,2024,7,7,6,27,3,20240707
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-07-08,21.38,21.38,2024,7,8,0,28,3,20240708
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-07-09,21.38,21.38,2024,7,9,1,28,3,20240709
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-07-10,10.87,10.87,2024,7,10,2,28,3,20240710
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-07-11,5.87,5.87,2024,7,11,3,28,3,20240711
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-07-12,,5.87,2024,7,12,4,28,3,20240712
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-07-13,,5.87,2024,7,13,5,28,3,20240713
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-07-14,,5.87,2024,7,14,6,28,3,20240714
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-07-15,,5.87,2024,7,15,0,29,3,20240715
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-07-16,,5.87,2024,7,16,1,29,3,20240716
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-07-17,5.87,5.87,2024,7,17,2,29,3,20240717
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-07-18,,5.87,2024,7,18,3,29,3,20240718
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-07-19,4.87,4.87,2024,7,19,4,29,3,20240719
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-07-20,,4.87,2024,7,20,5,29,3,20240720
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-07-21,,4.87,2024,7,21,6,29,3,20240721
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-07-22,,4.87,2024,7,22,0,30,3,20240722
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-07-23,,4.87,2024,7,23,1,30,3,20240723
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-07-24,,4.87,2024,7,24,2,30,3,20240724
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-07-25,,4.87,2024,7,25,3,30,3,20240725
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-07-26,,4.87,2024,7,26,4,30,3,20240726
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-07-27,,4.87,2024,7,27,5,30,3,20240727
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-07-28,,4.87,2024,7,28,6,30,3,20240728
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-07-29,,4.87,2024,7,29,0,31,3,20240729
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-07-30,14.88,14.88,2024,7,30,1,31,3,20240730
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-07-31,,14.88,2024,7,31,2,31,3,20240731
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-08-01,9.88,9.88,2024,8,1,3,31,3,20240801
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-08-02,,9.88,2024,8,2,4,31,3,20240802
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-08-03,4.88,4.88,2024,8,3,5,31,3,20240803
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-08-04,,4.88,2024,8,4,6,31,3,20240804
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-08-05,,4.88,2024,8,5,0,32,3,20240805
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-08-06,,4.88,2024,8,6,1,32,3,20240806
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-08-07,24.88,24.88,2024,8,7,2,32,3,20240807
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-08-08,,24.88,2024,8,8,3,32,3,20240808
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-08-09,,24.88,2024,8,9,4,32,3,20240809
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-08-10,14.89,14.89,2024,8,10,5,32,3,20240810
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-08-11,,14.89,2024,8,11,6,32,3,20240811
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-08-12,,14.89,2024,8,12,0,33,3,20240812
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-08-13,14.89,14.89,2024,8,13,1,33,3,20240813
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-08-14,,14.89,2024,8,14,2,33,3,20240814
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-08-15,13.89,13.89,2024,8,15,3,33,3,20240815
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-08-16,,13.89,2024,8,16,4,33,3,20240816
0007e8ab-9d21-43ca-86cc-b45c0293950a,2024-08-17,10.39,10.39,2024,8,17,5,33,3,20240817
